dataset,level_1,level_2,level_3,fname,longitude,latitude
ossl,soil,soil,f424f9965bf47fb3742b6ff8999379fc,2119_f424f9965bf47fb3742b6ff8999379fc,-121.25387,37.88985
ossl,soil,soil,f08967bd69e6a2764959ceeb70083c18,2120_f08967bd69e6a2764959ceeb70083c18,-121.25387,37.88985
ossl,soil,soil,111c15bbb930192d179bea4cfe9aabe1,2834_111c15bbb930192d179bea4cfe9aabe1,-121.25387,37.88985
ossl,soil,soil,d71cf28fa6dacdde49efd30a39491ece,2842_d71cf28fa6dacdde49efd30a39491ece,-121.25387,37.88985
ossl,soil,soil,fdf189866392d55563da638d213039ff,2843_fdf189866392d55563da638d213039ff,-121.25387,37.88985
ossl,soil,soil,d742f6d82d31615ed9aa4d351d1c0d6d,0334_d742f6d82d31615ed9aa4d351d1c0d6d,-102.5644,37.31875
ossl,soil,soil,22eb494ae76102d28daf1f24c982452b,2077_22eb494ae76102d28daf1f24c982452b,-122.39744,39.59175
ossl,soil,soil,5b08739fe3bcd5e8977d6f50ea2f407f,2833_5b08739fe3bcd5e8977d6f50ea2f407f,-121.25387,37.88985
ossl,soil,soil,bf8d1b29cffe6e5d567a9b2b18bcb370,1688_bf8d1b29cffe6e5d567a9b2b18bcb370,-120.65035,37.18687
ossl,soil,soil,5b096e40ae8b1b13416b0f995e175853,1762_5b096e40ae8b1b13416b0f995e175853,-121.25387,37.88985
ossl,soil,soil,f260239ec67cd27244b331f247df08bb,1115_f260239ec67cd27244b331f247df08bb,-113.192945,38.361885
ossl,soil,soil,9e8da6d0403cd5a61a3b86eb755d606b,2324_9e8da6d0403cd5a61a3b86eb755d606b,-113.64271,35.6053
ossl,soil,soil,4953d02f5f8867ec9997d7d0348fe421,2323_4953d02f5f8867ec9997d7d0348fe421,-109.52295,35.23749
ossl,soil,soil,5b395b01736651a45992d28fb1d22749,2321_5b395b01736651a45992d28fb1d22749,-108.62913,32.055005
ossl,soil,soil,ef88a9ba99af7706e3e80e418f482e0a,2319_ef88a9ba99af7706e3e80e418f482e0a,-111.326045,32.98365
ossl,soil,soil,a16d4dac876c707865562a25bbbaa10a,1116_a16d4dac876c707865562a25bbbaa10a,-113.192945,38.361885
ossl,soil,soil,751aba6c2e6c52a659661171026ceef3,2325_751aba6c2e6c52a659661171026ceef3,-113.64271,35.6053
ossl,soil,soil,99a995ffeb8f5182787abf380ba37fd2,2306_99a995ffeb8f5182787abf380ba37fd2,-109.52295,35.23749
ossl,soil,soil,1fbef901b970a4dc580d55b6628a85ea,2295_1fbef901b970a4dc580d55b6628a85ea,-113.64271,35.6053
ossl,soil,soil,fe3a9ef1bfa9a92bb74e69aa35cf4ddb,1117_fe3a9ef1bfa9a92bb74e69aa35cf4ddb,-113.192945,38.361885
ossl,soil,soil,a6114a34b8d98577284cc7142d76854d,2287_a6114a34b8d98577284cc7142d76854d,-113.64271,35.6053
ossl,soil,soil,a4ec060c82545f0534d4a63ff9e95b7e,2236_a4ec060c82545f0534d4a63ff9e95b7e,-115.96705,34.839965
ossl,soil,soil,29572f3990c8278f3d2138da53885bc6,2234_29572f3990c8278f3d2138da53885bc6,-116.05562,33.752885
ossl,soil,soil,cde6fcd0fe7d40f4d0a8dce57a0d3f75,2159_cde6fcd0fe7d40f4d0a8dce57a0d3f75,-115.3548056,36.43408333
ossl,soil,soil,fd1764f21ce533cc362d9938d39b5d6e,2300_fd1764f21ce533cc362d9938d39b5d6e,-113.64271,35.6053
ossl,soil,soil,246ab448e1106d1e73238e5a477f65d8,2069_246ab448e1106d1e73238e5a477f65d8,-115.28458,33.0262
ossl,soil,soil,b2a7476dd57f82a9bb0c2d88eee60c7a,2326_b2a7476dd57f82a9bb0c2d88eee60c7a,-111.326045,32.98365
ossl,soil,soil,b25cdd5f2416a279e04ebd9b6c9c18c5,2329_b25cdd5f2416a279e04ebd9b6c9c18c5,-108.327895,32.53667
ossl,soil,soil,c30f0a9586d0f2f7cbb13ebfa943dd18,2333_c30f0a9586d0f2f7cbb13ebfa943dd18,-108.62913,32.055005
ossl,soil,soil,d1189a6e530de53bd545ae83f266820c,1051_d1189a6e530de53bd545ae83f266820c,-101.05588,39.35065
ossl,soil,soil,4205631c9c5730b9e4fec8f4c092d3f4,1104_4205631c9c5730b9e4fec8f4c092d3f4,-102.5326333,33.77298056
ossl,soil,soil,97b617208bd1cd250cf5d578030ec2f6,1105_97b617208bd1cd250cf5d578030ec2f6,-102.5327222,33.77305556
ossl,soil,soil,2a239e174a1443f8a4b19036e55fa5b1,1106_2a239e174a1443f8a4b19036e55fa5b1,-102.5326667,33.77305556
ossl,soil,soil,86948033a74e774459dde8dc3ec8f7ce,1107_86948033a74e774459dde8dc3ec8f7ce,-102.5326111,33.77305556
ossl,soil,soil,22b31b63c6eddd95e74e79a961f7fa1f,2328_22b31b63c6eddd95e74e79a961f7fa1f,-107.170505,33.042615
ossl,soil,soil,c8e2579de5d5cbea8528f1006c5de2dc,1108_c8e2579de5d5cbea8528f1006c5de2dc,-102.4064528,33.05895
ossl,soil,soil,2c9dbd893c2e35d8baea530bba2ff926,1110_2c9dbd893c2e35d8baea530bba2ff926,-102.4065,33.059
ossl,soil,soil,54b590be2af984f6865daa11ab6f05ea,1111_54b590be2af984f6865daa11ab6f05ea,-102.4064722,33.05902778
ossl,soil,soil,397522f6e273891919e90ff5f536334f,1113_397522f6e273891919e90ff5f536334f,-112.81631,39.663055
ossl,soil,soil,bcf18c27b9473fb32cd0c1d73cc09428,2332_bcf18c27b9473fb32cd0c1d73cc09428,-111.89071,31.970135
ossl,soil,soil,680c84f58f1c02ed0af19ef5b8c1899b,2330_680c84f58f1c02ed0af19ef5b8c1899b,-112.18717,33.27653
ossl,soil,soil,97f7ffc895cd5ec8e787e65de72a17db,1114_97f7ffc895cd5ec8e787e65de72a17db,-112.81631,39.663055
ossl,soil,soil,b7490cbbbd5cfd081d8ec1930914a677,1109_b7490cbbbd5cfd081d8ec1930914a677,-102.4065278,33.05897222
ossl,soil,soil,78c9694b03af0188f572416c29f6ac36,1851_78c9694b03af0188f572416c29f6ac36,-116.2133083,33.21383056
ossl,soil,soil,14981488235df29c0db87fb7aa15f65b,1850_14981488235df29c0db87fb7aa15f65b,-116.0913889,33.28555556
ossl,soil,soil,17f2f4c9ffeb947152d485d752234a51,1849_17f2f4c9ffeb947152d485d752234a51,-116.1818889,33.16158333
ossl,soil,soil,5c37abb0c3b15f9de5dd203efbf0dc6e,1712_5c37abb0c3b15f9de5dd203efbf0dc6e,-114.3089028,38.90601111
ossl,soil,soil,8beaa78a86f38c137977270b39fbc98f,1704_8beaa78a86f38c137977270b39fbc98f,-114.3499028,38.89215
ossl,soil,soil,eef87eff6c5bbf45001c0cec6cb05933,1703_eef87eff6c5bbf45001c0cec6cb05933,-114.3098028,39.00997222
ossl,soil,soil,431d2bbc56ccca089d027f8e7ed5c04e,1664_431d2bbc56ccca089d027f8e7ed5c04e,-106.820075,32.418155
ossl,soil,soil,27e538ed23bd3a0aab29792b6e0171e0,1658_27e538ed23bd3a0aab29792b6e0171e0,-109.52295,35.23749
ossl,soil,soil,b61b5fcc84440ac40e81ca196d9b0b6e,1656_b61b5fcc84440ac40e81ca196d9b0b6e,-109.52295,35.23749
ossl,soil,soil,da54e1c0378522514951e85e891cb2de,1713_da54e1c0378522514951e85e891cb2de,-114.177375,39.02080278
ossl,soil,soil,5972349075a7c90049cfa845035b7ee5,1625_5972349075a7c90049cfa845035b7ee5,-105.023885,36.008305
ossl,soil,soil,597627cd1aa1aabf2c1a95e73166a1c2,1529_597627cd1aa1aabf2c1a95e73166a1c2,-101.69724,40.52473
ossl,soil,soil,6113dd6db6f606f145b6cbfc40176f5a,1508_6113dd6db6f606f145b6cbfc40176f5a,-103.77996,38.317855
ossl,soil,soil,1935652b5eb49521a98addc236582be6,1500_1935652b5eb49521a98addc236582be6,-98.975995,41.220515
ossl,soil,soil,38836c04f12c17986f83ef2ba7a53552,1486_38836c04f12c17986f83ef2ba7a53552,-105.8806,34.650925
ossl,soil,soil,672f4a7993c417199ffa889f84f93a43,1423_672f4a7993c417199ffa889f84f93a43,-119.586935,40.58071
ossl,soil,soil,300d0a259af94ac322cf9497f29aff45,3139_300d0a259af94ac322cf9497f29aff45,-121.25387,37.88985
ossl,soil,soil,d6eab33032ebeb4e1f8a5891a29427df,1578_d6eab33032ebeb4e1f8a5891a29427df,-101.52165,31.365395
ossl,soil,soil,b8b4e5f90c31944cc43fdadfd87bcd00,1780_b8b4e5f90c31944cc43fdadfd87bcd00,-100.850565,37.192935
ossl,soil,soil,f6fdc0eb96eda02dfe3fe8573dbb5467,1840_f6fdc0eb96eda02dfe3fe8573dbb5467,-115.3050444,33.80219167
ossl,soil,soil,12f4db557d4f9ab0c8f23bc53f0a58a2,1391_12f4db557d4f9ab0c8f23bc53f0a58a2,-115.28458,33.0262
ossl,soil,soil,1d24ada5c5adf6be61f8b3760c354723,1118_1d24ada5c5adf6be61f8b3760c354723,-113.192945,38.361885
ossl,soil,soil,28b934d12e06cf101026d2492c6ddf74,1234_28b934d12e06cf101026d2492c6ddf74,-101.3425472,35.12170833
ossl,soil,soil,e9313ef27efd249e1f2ae40994ed5f72,1235_e9313ef27efd249e1f2ae40994ed5f72,-101.3426111,35.12172222
ossl,soil,soil,604f6c6777d3485fd6073c202efed784,1236_604f6c6777d3485fd6073c202efed784,-101.3426139,35.12176944
ossl,soil,soil,6cc0789098d13bbcd5b20bc504cf16e9,1841_6cc0789098d13bbcd5b20bc504cf16e9,-115.1671139,34.67228333
ossl,soil,soil,aa1d68bdedbafbf4b4be59f1fb29051f,1237_aa1d68bdedbafbf4b4be59f1fb29051f,-101.3425639,35.12177222
ossl,soil,soil,4135e89c3138834f30906c929a4f95c9,1249_4135e89c3138834f30906c929a4f95c9,-111.5334722,35.36097222
ossl,soil,soil,e7569acb62d3c5fe5a734187d1b2901c,1250_e7569acb62d3c5fe5a734187d1b2901c,-111.5295556,35.54313889
ossl,soil,soil,503866b3d385b7e7398be430763cdf71,1251_503866b3d385b7e7398be430763cdf71,-111.51525,35.57747222
ossl,soil,soil,2a15c7daff76569445c2c8043f627d78,1252_2a15c7daff76569445c2c8043f627d78,-111.4436389,35.57744444
ossl,soil,soil,e86b6bde427b52ebb83c5aeef9ec62ff,1296_e86b6bde427b52ebb83c5aeef9ec62ff,-104.6372556,32.05138611
ossl,soil,soil,33bba5930705802a4791cb6967ef9c10,1297_33bba5930705802a4791cb6967ef9c10,-104.6372361,32.05128611
ossl,soil,soil,356c81a9c4a917f99b35cc2692f6de9e,1298_356c81a9c4a917f99b35cc2692f6de9e,-104.6727028,32.10754167
ossl,soil,soil,d40a8d6d7f644445c3cf53c1ba9a414a,1385_d40a8d6d7f644445c3cf53c1ba9a414a,-101.316085,38.00027
ossl,soil,soil,fb442a93123799a70303a4bac5d3d94e,1390_fb442a93123799a70303a4bac5d3d94e,-100.476975,40.176505
ossl,soil,soil,51109ddcafbf428ec0691a13f3044678,2334_51109ddcafbf428ec0691a13f3044678,-108.62913,32.055005
ossl,soil,soil,0f0a46923fe371945d00aff58b3e218a,0609_0f0a46923fe371945d00aff58b3e218a,-102.34569,33.606725
ossl,soil,soil,6fbb06a225065829f3aed7d9c861995c,2335_6fbb06a225065829f3aed7d9c861995c,-111.89071,31.970135
ossl,soil,soil,50685788ee96a207ab8e1b536cd4e09d,2369_50685788ee96a207ab8e1b536cd4e09d,-108.327895,32.53667
ossl,soil,soil,137f0a5de269001ff173f86f6f2adfa9,1754_137f0a5de269001ff173f86f6f2adfa9,-121.25387,37.88985
ossl,soil,soil,35708d450ef1e5cb594bcc757c45796d,1753_35708d450ef1e5cb594bcc757c45796d,-121.25387,37.88985
ossl,soil,soil,8f1beaaf070724447e2e677bcf3cf299,1752_8f1beaaf070724447e2e677bcf3cf299,-121.25387,37.88985
ossl,soil,soil,bd6b74b9d261511238237b7e521e1b62,1751_bd6b74b9d261511238237b7e521e1b62,-121.25387,37.88985
ossl,soil,soil,d00c6ccf7093bca0fbeb161823f193b6,1750_d00c6ccf7093bca0fbeb161823f193b6,-121.25387,37.88985
ossl,soil,soil,ef9af9d488a881512e17e5463eca29f0,1749_ef9af9d488a881512e17e5463eca29f0,-121.25387,37.88985
ossl,soil,soil,e6a0b506c2ee4bc207e3051c1a4df347,0955_e6a0b506c2ee4bc207e3051c1a4df347,-101.48886,36.7487
ossl,soil,soil,ae934d990bb6f14c6df3c2c2ab9f5448,1748_ae934d990bb6f14c6df3c2c2ab9f5448,-121.25387,37.88985
ossl,soil,soil,32b5f69aa205e9fd41756f753e91a1f2,1746_32b5f69aa205e9fd41756f753e91a1f2,-121.25387,37.88985
ossl,soil,soil,1f4d65025f3483a4298211cebdca571f,1745_1f4d65025f3483a4298211cebdca571f,-121.25387,37.88985
ossl,soil,soil,978f458cf124defc615164067eb4f8e9,1744_978f458cf124defc615164067eb4f8e9,-121.25387,37.88985
ossl,soil,soil,2e5663190c8682fd9d30fd0fb7d42f41,1743_2e5663190c8682fd9d30fd0fb7d42f41,-121.25387,37.88985
ossl,soil,soil,cccdeb5ebcd019d1b4985fb5adf5bdee,1742_cccdeb5ebcd019d1b4985fb5adf5bdee,-121.25387,37.88985
ossl,soil,soil,6063044686185eb2b8f1c28095c4a3d1,1741_6063044686185eb2b8f1c28095c4a3d1,-121.25387,37.88985
ossl,soil,soil,798ca8e08a3b6ee20e4bcfec047b34a6,1747_798ca8e08a3b6ee20e4bcfec047b34a6,-121.25387,37.88985
ossl,soil,soil,6f78b0d1c4d7963d6dce6644e717ac2f,1740_6f78b0d1c4d7963d6dce6644e717ac2f,-121.25387,37.88985
ossl,soil,soil,8434d10505a3c6757b420c228c09917c,0661_8434d10505a3c6757b420c228c09917c,-106.82525,34.027925
ossl,soil,soil,d6f9622ea759024a57b87694cc2ee593,0659_d6f9622ea759024a57b87694cc2ee593,-106.82525,34.027925
ossl,soil,soil,82c84e849b48654f188916b5f2c5764b,1761_82c84e849b48654f188916b5f2c5764b,-121.25387,37.88985
ossl,soil,soil,18f8e79f22bfc726b2ca7ae5300a02be,1760_18f8e79f22bfc726b2ca7ae5300a02be,-121.25387,37.88985
ossl,soil,soil,001c10d28e514c413b461eae83abdb4b,0647_001c10d28e514c413b461eae83abdb4b,-106.82525,34.027925
ossl,soil,soil,773c0dac2ce5cbc77cc4f2f3602a173d,1759_773c0dac2ce5cbc77cc4f2f3602a173d,-121.25387,37.88985
ossl,soil,soil,ecfaf27832aa24e4a6949bdf15acd1b6,1758_ecfaf27832aa24e4a6949bdf15acd1b6,-121.25387,37.88985
ossl,soil,soil,802ffe1c2711c5643edd92090fdee036,0648_802ffe1c2711c5643edd92090fdee036,-106.82525,34.027925
ossl,soil,soil,51defdbe0faa1d5b13a5855b19453dca,0660_51defdbe0faa1d5b13a5855b19453dca,-106.82525,34.027925
ossl,soil,soil,fb142eb4eb2612b01f5c4d39f897638f,0649_fb142eb4eb2612b01f5c4d39f897638f,-106.82525,34.027925
ossl,soil,soil,916c59992a25bbf4f3d72fabd9b5adce,0650_916c59992a25bbf4f3d72fabd9b5adce,-106.82525,34.027925
ossl,soil,soil,9b7c5d523c210b335395f7a7698a565d,1756_9b7c5d523c210b335395f7a7698a565d,-121.25387,37.88985
ossl,soil,soil,463ae8c64a8d7318129828b7570b4eeb,1755_463ae8c64a8d7318129828b7570b4eeb,-121.25387,37.88985
ossl,soil,soil,41e9c697b36c6b038a95c7139e59fde3,0651_41e9c697b36c6b038a95c7139e59fde3,-106.82525,34.027925
ossl,soil,soil,850c816bff99d955a9924f0105ad9827,0657_850c816bff99d955a9924f0105ad9827,-106.82525,34.027925
ossl,soil,soil,ff18a48525fc0d783844ac5287b868ac,0658_ff18a48525fc0d783844ac5287b868ac,-106.82525,34.027925
ossl,soil,soil,7de9dde6aaeb68d17aca0d206a4be336,1757_7de9dde6aaeb68d17aca0d206a4be336,-121.25387,37.88985
ossl,soil,soil,c2d9bd985df122ea1d115b5226e377cb,1739_c2d9bd985df122ea1d115b5226e377cb,-121.25387,37.88985
ossl,soil,soil,e4e443c66e6d298a308fc14c76339de7,0956_e4e443c66e6d298a308fc14c76339de7,-103.49645,34.087555
ossl,soil,soil,deab7c87f4bff3dd50723b45b2032910,0957_deab7c87f4bff3dd50723b45b2032910,-101.23003,29.763175
ossl,soil,soil,5d6f7cd1b5c229ddb4ec9b04a3e431bb,3462_5d6f7cd1b5c229ddb4ec9b04a3e431bb,-97.57722222,40.10195
ossl,soil,soil,c14c6145cfc86c8346539aaf00fce094,3461_c14c6145cfc86c8346539aaf00fce094,-97.57736111,40.10197778
ossl,soil,soil,b3e9662e233df47d338b14106368434c,3236_b3e9662e233df47d338b14106368434c,-100.4482444,39.20793333
ossl,soil,soil,faa20f89c422cb778741bd0bb3e8f3d1,3121_faa20f89c422cb778741bd0bb3e8f3d1,-118.2820278,37.52666667
ossl,soil,soil,01908a7ac50cd80bf536735910cac3f2,2980_01908a7ac50cd80bf536735910cac3f2,-112.4538139,40.17833889
ossl,soil,soil,971f0776e7f046c8f9f70fe2bfab6af0,2904_971f0776e7f046c8f9f70fe2bfab6af0,-105.9859722,33.82658333
ossl,soil,soil,4b9ba2f68a9dc0b7881f114e75685b15,3463_4b9ba2f68a9dc0b7881f114e75685b15,-97.57839167,40.10221111
ossl,soil,soil,65b0f7b8049aff726c14e4e3894b76f8,2577_65b0f7b8049aff726c14e4e3894b76f8,-115.3462222,35.20372222
ossl,soil,soil,69ee2a0a972443ca8f3abc60023d1c96,2575_69ee2a0a972443ca8f3abc60023d1c96,-115.2216417,35.23674722
ossl,soil,soil,1a1a4a67edcd2cf0f208661de0afd901,2574_1a1a4a67edcd2cf0f208661de0afd901,-115.9592361,35.19873056
ossl,soil,soil,90a89603bce2776fb3bd694903f0cd1b,2573_90a89603bce2776fb3bd694903f0cd1b,-116.0675278,35.14510278
ossl,soil,soil,5bba8812f1914b63f99f330db6c6a0d5,2387_5bba8812f1914b63f99f330db6c6a0d5,-103.433805,32.78542
ossl,soil,soil,858a2be748405d1cf063e97622abc791,1050_858a2be748405d1cf063e97622abc791,-102.394725,37.956165
ossl,soil,soil,2b6ae6b0d41e8d863c9e7bd08f106328,2370_2b6ae6b0d41e8d863c9e7bd08f106328,-110.288705,35.285745
ossl,soil,soil,473b0f8ca8a1699add03ec906143b29a,2576_473b0f8ca8a1699add03ec906143b29a,-115.3539444,35.14969444
ossl,soil,soil,e40f6ea50db43e8dfff59dddb746e712,3464_e40f6ea50db43e8dfff59dddb746e712,-97.57857222,40.10223611
ossl,soil,soil,360b37b93763a9b2b0bcde1d66f07013,3465_360b37b93763a9b2b0bcde1d66f07013,-97.57860278,40.10198611
ossl,soil,soil,f7f7918593dc31534f525c24a71e3c74,1097_f7f7918593dc31534f525c24a71e3c74,-110.4916611,40.09116944
ossl,soil,soil,b05a7a5c64a7b3683f86e5a82acded21,1037_b05a7a5c64a7b3683f86e5a82acded21,-103.7145,41.19801
ossl,soil,soil,d9f2c8bd32befd0b0a1abd220a6cf8ad,1738_d9f2c8bd32befd0b0a1abd220a6cf8ad,-121.25387,37.88985
ossl,soil,soil,042299d9de4dae3b82073c165a1041e7,1737_042299d9de4dae3b82073c165a1041e7,-121.25387,37.88985
ossl,soil,soil,4e4c5110b62a1b268cf8e4e2f74265c5,1736_4e4c5110b62a1b268cf8e4e2f74265c5,-121.25387,37.88985
ossl,soil,soil,4679a41c71fd74652a8bd8d4842310d8,1735_4679a41c71fd74652a8bd8d4842310d8,-121.25387,37.88985
ossl,soil,soil,ca70cd053f8f9c1d5f4292da1e5983ff,1734_ca70cd053f8f9c1d5f4292da1e5983ff,-121.25387,37.88985
ossl,soil,soil,729309644877acfb8dd4fd3587028ed1,1733_729309644877acfb8dd4fd3587028ed1,-121.25387,37.88985
ossl,soil,soil,bf075a2e5050f9fb0e8c0726f9a6e082,1732_bf075a2e5050f9fb0e8c0726f9a6e082,-121.25387,37.88985
ossl,soil,soil,b479c8d55e1b4da66cf94da821603925,1731_b479c8d55e1b4da66cf94da821603925,-121.25387,37.88985
ossl,soil,soil,95ec542f0dcae37a45422236452db6fe,1730_95ec542f0dcae37a45422236452db6fe,-121.25387,37.88985
ossl,soil,soil,44dce9bdff3ea067f7e51533e6c199b4,1646_44dce9bdff3ea067f7e51533e6c199b4,-121.961535,38.61955
ossl,soil,soil,9809dbbb12ece8e06e3c948bff65e587,1527_9809dbbb12ece8e06e3c948bff65e587,-121.25387,37.88985
ossl,soil,soil,0949baaf0ec2674bbe7f30c4972319a8,1495_0949baaf0ec2674bbe7f30c4972319a8,-121.961535,38.61955
ossl,soil,soil,a4b8ce1d9d08d9c4b7a51281d769c745,1392_a4b8ce1d9d08d9c4b7a51281d769c745,-121.25387,37.88985
ossl,soil,soil,410f1e08cb899850a1baca7bbc8432ad,1387_410f1e08cb899850a1baca7bbc8432ad,-119.63966,36.746375
ossl,soil,soil,5e32a7c283f522cdb472f07a7504313c,2368_5e32a7c283f522cdb472f07a7504313c,-108.327895,32.53667
ossl,soil,soil,113dcb50e06651fc39547257eb949794,3140_113dcb50e06651fc39547257eb949794,-121.25387,37.88985
DP,soil,,,DP0032_l1_00_soil,-120.4578167,34.53751
ossl,soil,soil,74d60b01b278d4b18d24671af4cee497,3142_74d60b01b278d4b18d24671af4cee497,-121.25387,37.88985
pilot-2,soil,ENTISOLS,IL-CL-000-00203,IL-CL-000-00203,34.45048889,31.31366944
pilot-2,soil,ENTISOLS,IL-CL-020-00204,IL-CL-020-00204,34.45048889,31.31366944
pilot-2,soil,ENTISOLS,IL-CL-050-00205,IL-CL-050-00205,34.45048889,31.31366944
ossl,soil,soil,65f929d77ace58c254700c1d65efb707,0329_65f929d77ace58c254700c1d65efb707,-102.5644,37.31875
pilot-2,soil,ENTISOLS,IL-CL-080-00206,IL-CL-080-00206,34.45048889,31.31366944
pilot-2,soil,ENTISOLS,IL-CL-000-00207,IL-CL-000-00207,34.450325,31.31384722
pilot-2,soil,ENTISOLS,IL-CL-020-00208,IL-CL-020-00208,34.450325,31.31384722
pilot-2,soil,ENTISOLS,IL-CL-050-00209,IL-CL-050-00209,34.450325,31.31384722
pilot-2,soil,ENTISOLS,IL-CL-080-00210,IL-CL-080-00210,34.450325,31.31384722
pilot-2,soil,ENTISOLS,IL-CL-000-00211,IL-CL-000-00211,34.45866389,31.31776389
pilot-2,soil,ENTISOLS,IL-CL-020-00212,IL-CL-020-00212,34.45866389,31.31776389
pilot-2,soil,ENTISOLS,IL-CL-050-00213,IL-CL-050-00213,34.45866389,31.31776389
pilot-2,soil,ENTISOLS,IL-CL-080-00214,IL-CL-080-00214,34.45866389,31.31776389
pilot-2,soil,ENTISOLS,IL-CL-000-00215,IL-CL-000-00215,34.35651111,31.193
pilot-2,soil,ENTISOLS,IL-VR-160-00193,IL-VR-160-00193,34.6102346,31.61769571
pilot-2,soil,ENTISOLS,IL-CL-020-00216,IL-CL-020-00216,34.35651111,31.193
SR,soil,,,SR0000_l3_14_soil,-120.03415,34.69300667
SR,soil,,,SR0000_l3_13_soil,-120.0341183,34.693025
SR,soil,,,SR0000_l3_12_soil,-120.0340183,34.69302833
SR,soil,,,SR0000_l3_10_soil,-120.0338617,34.69302333
SR,soil,,,SR0000_l2_15_soil,-120.0336533,34.69257
SR,soil,,,SR0000_l1_14_soil,-120.03364,34.69343333
SR,soil,,,SR0000_l2_13_soil,-120.0337033,34.69269
SR,soil,,,SR0000_l2_12_soil,-120.0338017,34.69279167
SR,soil,,,SR0000_l2_11_soil,-120.0338067,34.692815
SR,soil,,,SR0000_l2_10_soil,-120.0338367,34.692925
SR,soil,,,SR0000_l1_18_soil,-120.03378,34.69315167
SR,soil,,,SR0000_l1_17_soil,-120.0337733,34.69320833
SR,soil,,,SR0000_l1_16_soil,-120.0337183,34.693325
SR,soil,,,SR0000_l1_15_soil,-120.0336733,34.69337667
SR,soil,,,SR0000_l3_15_soil,-120.0342083,34.69300833
SR,soil,,,SR0000_l1_13_soil,-120.0335833,34.69347333
pilot-2,soil,ENTISOLS,IL-VR-110-00192,IL-VR-110-00192,34.6102346,31.61769571
pilot-2,soil,ENTISOLS,IL-VR-050-00190,IL-VR-050-00190,34.6102346,31.61769571
pilot-2,soil,INCEPTISOLS,IL-VR-020-00160,IL-VR-020-00160,34.61718685,31.60167529
pilot-2,soil,INCEPTISOLS,IL-VR-060-00161,IL-VR-060-00161,34.61718685,31.60167529
pilot-2,soil,INCEPTISOLS,IL-VR-100-00162,IL-VR-100-00162,34.61718685,31.60167529
pilot-2,soil,INCEPTISOLS,IL-VR-140-00163,IL-VR-140-00163,34.61718685,31.60167529
pilot-2,soil,INCEPTISOLS,IL-VR-160-00164,IL-VR-160-00164,34.61718685,31.60167529
pilot-2,soil,INCEPTISOLS,IL-VR-200-00165,IL-VR-200-00165,34.61718685,31.60167529
pilot-2,soil,VERTISOLS,IL-VR-020-00166,IL-VR-020-00166,34.61687,31.6014
pilot-2,soil,VERTISOLS,IL-VR-050-00167,IL-VR-050-00167,34.61687,31.6014
pilot-2,soil,VERTISOLS,IL-VR-090-00168,IL-VR-090-00168,34.61687,31.6014
pilot-2,soil,VERTISOLS,IL-VR-160-00169,IL-VR-160-00169,34.61687,31.6014
pilot-2,soil,VERTISOLS,IL-VR-200-00170,IL-VR-200-00170,34.61687,31.6014
pilot-2,soil,INCEPTISOLS,IL-VR-010-00171,IL-VR-010-00171,34.59862227,31.5885106
pilot-2,soil,INCEPTISOLS,IL-VR-040-00172,IL-VR-040-00172,34.59862227,31.5885106
pilot-2,soil,INCEPTISOLS,IL-VR-070-00173,IL-VR-070-00173,34.59862227,31.5885106
pilot-2,soil,ENTISOLS,IL-VR-080-00191,IL-VR-080-00191,34.6102346,31.61769571
pilot-2,soil,INCEPTISOLS,IL-VR-100-00174,IL-VR-100-00174,34.59862227,31.5885106
pilot-2,soil,INCEPTISOLS,IL-VR-040-00176,IL-VR-040-00176,34.598627,31.58778914
pilot-2,soil,INCEPTISOLS,IL-VR-070-00177,IL-VR-070-00177,34.598627,31.58778914
pilot-2,soil,INCEPTISOLS,IL-VR-100-00178,IL-VR-100-00178,34.598627,31.58778914
pilot-2,soil,INCEPTISOLS,IL-VR-150-00179,IL-VR-150-00179,34.598627,31.58778914
pilot-2,soil,ENTISOLS,IL-VR-020-00180,IL-VR-020-00180,34.62573669,31.61614449
pilot-2,soil,ENTISOLS,IL-VR-040-00181,IL-VR-040-00181,34.62573669,31.61614449
pilot-2,soil,ENTISOLS,IL-VR-060-00182,IL-VR-060-00182,34.62573669,31.61614449
pilot-2,soil,ENTISOLS,IL-VR-100-00183,IL-VR-100-00183,34.62573669,31.61614449
pilot-2,soil,ENTISOLS,IL-VR-140-00184,IL-VR-140-00184,34.62573669,31.61614449
pilot-2,soil,VERTISOLS,IL-VR-020-00185,IL-VR-020-00185,34.83788001,31.67015212
pilot-2,soil,VERTISOLS,IL-VR-060-00186,IL-VR-060-00186,34.83788001,31.67015212
pilot-2,soil,VERTISOLS,IL-VR-090-00187,IL-VR-090-00187,34.83788001,31.67015212
pilot-2,soil,VERTISOLS,IL-VR-130-00188,IL-VR-130-00188,34.83788001,31.67015212
pilot-2,soil,ENTISOLS,IL-VR-020-00189,IL-VR-020-00189,34.6102346,31.61769571
pilot-2,soil,INCEPTISOLS,IL-VR-020-00175,IL-VR-020-00175,34.598627,31.58778914
SR,soil,,,SR0019_l1_16_soil,-120.0413367,34.70290833
SR,soil,,,SR0019_l1_17_soil,-120.0413067,34.70290667
SR,soil,UNKN-,UNKN-,SR0019_l2_01_soil,-120.041395,34.70297333
SR,soil,,,SR0034_l1_15_soil,-120.03478,34.68672333
SR,soil,,,SR0047_l1_08_soil,-120.03852,34.699205
